Random Num,Random Num Values,Num,Ideology,Meta,Specific,Title,Abstract,StoreId,AlternateTitle,ArticleType,Authors,copyright,digitalObjectIdentifier,documentType,entryDate,isbn,language,languageOfSummary,originalTitle,pubdate,pubtitle,year,DocumentURL,classification,classificationCodes,majorClassificationCodes,notes,subjectClassifications,subjectTerms,subjects,FindACopy,Database
0.287048991,0.930645315,1357,Left,health,contemporary media movements; HIV eradication,The Role of the Imagined Worlds of Narrative in Social Change in Kenya: Exploring narrative consumption tendencies amongst youth in urban Nairobi and their interaction with fictional texts geared at altering health behaviour,"This research paper in a manifestation of my interest in the mechanisms of imagined worlds of narrative to bring about progressive social change, in the context of global flows of contemporary media movements. I begin with an exploration of the theoretica",1859519722,,Dissertations & Theses," Menon, Kamini
Menon
Kamini
Menon, Kamini", Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.," 4303705061 , 110533612 , 189128 , 9781369492958 , 10305731 , 10305731", Dissertation/Thesis,2011,9.78E+12, English, English,,2011,PQDT - Global,2011,https://search.proquest.com/docview/1859519722?accountid=14496," 0573 Public health , 0639 Sub Saharan Africa Studies , 0680 Health education , 0708 Mass communications"," 0573 Public health , 0639 Sub Saharan Africa Studies , 0680 Health education , 0708 Mass communications"," 0573 Public health , 0639 Sub Saharan Africa Studies , 0680 Health education , 0708 Mass communications",," 0573 Public health , 0639 Sub Saharan Africa Studies , 0680 Health education , 0708 Mass communications"," Public health , Sub Saharan Africa Studies , Health education , Mass communications"," Social sciences , Communication and the arts , Health and environmental sciences , Education , HIV/AIDS , Health behavior , Kenya , Narrative consumption , Social change , Television , Urban youth",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&amp;genre=dissertations+%26+theses&amp;sid=ProQ:ProQuest+Dissertations+%26+Theses+Global&amp;atitle=&amp;title=The+Role+of+the+Imagined+Worlds+o,"ProQuest Dissertations & Theses A&I,ProQuest Dissertations & Theses Global"
0.288211047,0.970693536,1305,Left,human rights,human and civil rights in US and South Africa,Forward movement? Human rights: U.S. &amp;amp; South Africa persistence of institutional racism,"In this essay I argue that looking at the issues of black Americans and black South Africans through the human rights paradigm is more appropriate than civil rights. Civil rights fall under the human rights category, but it is more powerful to say that a ",763448293,,Dissertations & Theses," Rowser, Candice
Rowser
Candice
Rowser, Candice", Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.," 2186520821 , 55471741 , 66569 , 9781124296425 , 3430326 , 3430326", Dissertation/Thesis,2010,9.78E+12, English, English,,2010,ProQuest Dissertations and Theses,2010,https://search.proquest.com/docview/763448293?accountid=14496," 0296 African American Studies , 0328 Black history , 0331 African history , 0337 American history , 0582 Modern history"," 0296 African American Studies , 0328 Black history , 0331 African history , 0337 American history , 0582 Modern history"," 0296 African American Studies , 0328 Black history , 0331 African history , 0337 American history , 0582 Modern history",," 0296 African American Studies , 0328 Black history , 0331 African history , 0337 American history , 0582 Modern history"," African American Studies , Black history , African history , American history , Modern history"," Social sciences , African American history , Human rights , Institutional racism , Race , South Africa , United States",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&amp;genre=dissertations+%26+theses&amp;sid=ProQ:ProQuest+Dissertations+%26+Theses+Global&amp;atitle=&amp;title=Forward+movement%3F+Human+rights%,"ProQuest Dissertations & Theses A&I,ProQuest Dissertations & Theses Global"
0.059098785,0.963144152,1453,Left,human rights,sanctioning multinational enterprises for human rights abuses,"Secondary stakeholders as agents of influence: Three essays on political risk, reputation, and multinational performance","Organizational researchers have recently taken an interest in the ways in which social movements, non-governmental organizations (NGOs), and other secondary stakeholders attempt to influence corporate behavior. Scholars, however, have yet to carefully pro",952671767,,Dissertations & Theses," Wernick, David Adam
Wernick
Adam
David
Wernick, David Adam", Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.," 2620181721 , 64044161 , 66569 , 9781267243362 , 3502128 , 3502128", Dissertation/Thesis,2011,9.78E+12, English, English,,2011,ProQuest Dissertations and Theses,2011,https://search.proquest.com/docview/952671767?accountid=14496, 0454 Management, 0454 Management, 0454 Management,, 0454 Management," Management , Studies , Political risk , Multinational corporations"," Social sciences , Legal activism , Multinational enterprises , Nongovernmental organizations , Reputation , Risk , Secondary stakeholders",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&amp;genre=dissertations+%26+theses&amp;sid=ProQ:ProQuest+Dissertations+%26+Theses+Global&amp;atitle=&amp;title=Secondary+stakeholders+as+agents+,"ProQuest Dissertations & Theses A&I,ProQuest Dissertations & Theses Global"
0.188024597,0.956911577,481,Left,human rights,violence prevention education program in Mexico,Re-Educating â€œVictimsâ€ù and â€œAggressorsâ€ù of Violence: Mapping Discourse and Practice in a Mexican Violence Prevention Education Program,The international human rights movement against gendered violence provides a valuable site for understanding how new categories of meaning emerge and are applied to social practices around the world. Human rights discourse is always translated into local ,918101242,,Dissertations & Theses," LaFayette, Aimee V.
LaFayette
V.
Aimee
LaFayette, Aimee V.", Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.," 2571853791 , 64561101 , 66569 , 9781267119506 , 1505141 , 1505141", Dissertation/Thesis,2011,9.78E+12, English, English,,2011,ProQuest Dissertations and Theses,2011,https://search.proquest.com/docview/918101242?accountid=14496," 0534 Social studies education , 0627 Criminology , 0733 Gender studies"," 0534 Social studies education , 0627 Criminology , 0733 Gender studies"," 0534 Social studies education , 0627 Criminology , 0733 Gender studies",," 0534 Social studies education , 0627 Criminology , 0733 Gender studies"," Social studies education , Criminology , Gender studies"," Education , Social sciences , Gender , Mexico , Violence",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&amp;genre=dissertations+%26+theses&amp;sid=ProQ:ProQuest+Dissertations+%26+Theses+Global&amp;atitle=&amp;title=Re-Educating+%E2%80%9CVictims%E2%,"ProQuest Dissertations & Theses A&I,ProQuest Dissertations & Theses Global"
0.067945208,0.953497594,475,Left,human rights,human rights and US foreign policy,"The United States of the World: Human rights, political entrepreneurship, and U.S. foreign policy via affective and rational politics","This study examines how Political Entrepreneurs in the United States Congress responded to human rights abuses in six countries during the 1970s and 1980s: Cambodia, El Salvador, South Africa, the Soviet Union, Taiwan, and Uganda. It presents a four-point",908349738,,Dissertations & Theses," Star, Marriah
Star
Marriah
Star, Marriah", Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.," 2526806101 , 64555791 , 66569 , 9781267014900 , 3481812 , 3481812", Dissertation/Thesis,2011,9.78E+12, English, English,,2011,ProQuest Dissertations and Theses,2011,https://search.proquest.com/docview/908349738?accountid=14496," 0337 American history , 0429 Entrepreneurship , 0601 International Relations"," 0337 American history , 0429 Entrepreneurship , 0601 International Relations"," 0337 American history , 0429 Entrepreneurship , 0601 International Relations",," 0337 American history , 0429 Entrepreneurship , 0601 International Relations"," American history , Entrepreneurship , International Relations"," Social sciences , Congress , Ethnic , Foreign policy , Lobbying , Social capital , Transnational",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&amp;genre=dissertations+%26+theses&amp;sid=ProQ:ProQuest+Dissertations+%26+Theses+Global&amp;atitle=&amp;title=The+United+States+of+the+World%3A,"ProQuest Dissertations & Theses A&I,ProQuest Dissertations & Theses Global"
0.852782238,0.949083984,57,Left,human rights, international movement to combat the traffic in women,"The politics of humanitarianism: States, reformers, and the international movement to combat the traffic in women, 1875â€“1960","In the late 1800s, the movement to combat the traffic in women brought together European and other countries throughout the world to address international prostitution. A concern of voluntary associations in Great Britain originally, the movement diffused",305344190,,Dissertations & Theses," Limoncelli, Stephanie A.
Limoncelli
A.
Stephanie
Limoncelli, Stephanie A.", Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.," 1196414821 , 34623381 , 66569 , 9780542768057 , 3224339 , 3224339", Dissertation/Thesis,2006,9.78E+12, English, English,,2006,ProQuest Dissertations and Theses,2006,https://search.proquest.com/docview/305344190?accountid=14496, 0626 Sociology, 0626 Sociology, 0626 Sociology,, 0626 Sociology, Sociology," Social sciences , Humanitarianism , International social movements , Politics , Prostitution , Reformers , Trafficking , Women",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&amp;genre=dissertations+%26+theses&amp;sid=ProQ:ProQuest+Dissertations+%26+Theses+Global&amp;atitle=&amp;title=The+politics+of+humanitarianism%3,"Dissertations & Theses @ University of California,ProQuest Dissertations & Theses A&I,ProQuest Dissertations & Theses Global"
0.955719814,0.947810462,3396,Left,human rights,"peace and security, human rights, economic development, the environment, and human development",For a future that works: new movements for social and economic change.,"The thesis starts by identifying a global problematique, increasingly threatening human survival, which is composed of four great, interlinked problem areas: war, insecurity and militarism; the persistence of poverty; the denial of human rights; and envir",301515050,,Dissertations & Theses," Ekins, P.W.
Ekins
P.W.
Ekins, P.W.", Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.," 1756267781 , 44401431 , 101309 , U030507 , U030507", Dissertation/Thesis,1990,, English, English,,1990,PQDT - UK & Ireland,1990,https://search.proquest.com/docview/301515050?accountid=14496, 0616 International law, 0616 International law, 0616 International law,, 0616 International law, International law," (UMI)AAIU030507 , Social sciences",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&amp;genre=dissertations+%26+theses&amp;sid=ProQ:ProQuest+Dissertations+%26+Theses+Global&amp;atitle=&amp;title=For+a+future+that+works%3A++new+m,"ProQuest Dissertations & Theses: UK & Ireland,ProQuest Dissertations & Theses A&I,ProQuest Dissertations & Theses Global"
0.479059725,0.944315485,3348,Left,human rights,"Israeli Committee Against House Demolition (ICAHD). First formed in 1997, it is a coalition of social movement organizations (SMOs) in the Israeli radical left peace and human rights movement","Organizing heterodoxies: The Israeli Committee Against House Demolition and the Israeli radical left, 1997â€“2000","Based on nineteen months of ethnographic field research in Israel/Palestine (including participant observation and in-depth interviews), this study presents an analysis of the Israeli Committee Against House Demolition (ICAHD). First formed in 1997, it is",305364465,,Dissertations & Theses," Goldberg, Avrum
Goldberg
Avrum
Goldberg, Avrum", Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.," 1104984541 , 33189761 , 66569 , 9780494128497 , 0494128496 , NR12849 , NR12849", Dissertation/Thesis,2005," 9780494128497 , 0494128496", English, English,,2005,ProQuest Dissertations and Theses,2005,https://search.proquest.com/docview/305364465?accountid=14496, 0626 Sociology, 0626 Sociology, 0626 Sociology,, 0626 Sociology, Sociology," Social sciences , Heterodoxies , Israeli Committee Against House Demolition , Left wing , Organizing , Radical",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&amp;genre=dissertations+%26+theses&amp;sid=ProQ:ProQuest+Dissertations+%26+Theses+Global&amp;atitle=&amp;title=Organizing+heterodoxies%3A+The+Is,"ProQuest Dissertations & Theses A&I,ProQuest Dissertations & Theses Global"
0.242491341,0.93466226,3111,Left,human rights,child labour in India,A social constructionist account of children's rights under the conditions of globalisation: the issue of child labour in India.,"This research draws on Neil Stammers' social constructionist account of human rights and power in Human Rights and Power (1993) and Social Movements and the Social Construction of Human Rights (1999). It draws on Stammers' thesis that, first, human rights",301648923,,Dissertations & Theses," Sanghera, G.
Sanghera
G.
Sanghera, G.", Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.," 1760262551 , 45021601 , 101309 , U182306 , U182306", Dissertation/Thesis,2003,, English, English,,2003,PQDT - UK & Ireland,2003,https://search.proquest.com/docview/301648923?accountid=14496, 0398 Law, 0398 Law, 0398 Law,, 0398 Law, Law," (UMI)AAIU182306 , Social sciences",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&amp;genre=dissertations+%26+theses&amp;sid=ProQ:ProQuest+Dissertations+%26+Theses+Global&amp;atitle=&amp;title=A+social+constructionist+account+,"ProQuest Dissertations & Theses: UK & Ireland,ProQuest Dissertations & Theses A&I,ProQuest Dissertations & Theses Global"
0.755913039,0.928155987,3311,Left,human rights,international criminal justice regime,Affective states: Rethinking passion in global politics,"This dissertation recasts passion as a vital topic for international relations, a creative dimension of global life, and a potential resource for international law and ethics. It develops an account of how affect connects people to nation-states, as well ",304993448,,Dissertations & Theses," Ross, Andrew A. G.
Ross
A. G.
Andrew
Ross, Andrew A. G.", Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.," 913521531 , 19850761 , 66569 , 9780542104831 , 0542104830 , 3172685 , 3172685", Dissertation/Thesis,2005," 9780542104831 , 0542104830", English, English,,2005,ProQuest Dissertations and Theses,2005,https://search.proquest.com/docview/304993448?accountid=14496," 0616 International law , 0616 International relations"," 0616 International law , 0616 International relations"," 0616 International law , 0616 International relations",," 0616 International law , 0616 International relations"," International law , International relations"," Social sciences , Affective , Constructivism , Ethnic conflict , Global politics , Passion",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&amp;genre=dissertations+%26+theses&amp;sid=ProQ:ProQuest+Dissertations+%26+Theses+Global&amp;atitle=&amp;title=Affective+states%3A++Rethinking+p,"ProQuest Dissertations & Theses A&I,ProQuest Dissertations & Theses Global"
0.53046681,0.911064323,3105,Left,human rights,the Burmese opposition movement-in-exile based in Thailand,"Global communications, local conceptions: Human rights and the politics of communication among the Burmese opposition -in -exile","This study examines the impact of new information technologies (NITs) on the Burmese opposition movement-in-exile based in Thailand. The intent of the research is to determine whether NITs, primarily computers and the Internet, are helping to reduce, main",288341539,,Dissertations & Theses," Brooten, Lisa Booth
Brooten
Booth
Lisa
Brooten, Lisa Booth", Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.," 765246291 , 30404571 , 66569 , 3081110 , 3081110", Dissertation/Thesis,2003,, English, English,,2003,ProQuest Dissertations and Theses,2003,https://search.proquest.com/docview/288341539?accountid=14496," 0708 Mass media , 0326 Cultural anthropology , 0453 Womens studies"," 0708 Mass media , 0326 Cultural anthropology , 0453 Womens studies"," 0708 Mass media , 0326 Cultural anthropology , 0453 Womens studies",," 0708 Mass media , 0326 Cultural anthropology , 0453 Womens studies"," Mass media , Cultural anthropology , Womens studies"," Communication and the arts , Social sciences , Burmese , Communication , Gender , Global communications , Human rights , Myanmar , Opposition-in-exile , Politics",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&amp;genre=dissertations+%26+theses&amp;sid=ProQ:ProQuest+Dissertations+%26+Theses+Global&amp;atitle=&amp;title=Global+communications%2C+local+co,"ProQuest Dissertations & Theses A&I,ProQuest Dissertations & Theses Global"
0.686673363,0.89445211,1753,Left,human rights,Catholic clergy sexual abuse survivor movement,Breaking the Silence: The Catholic Sexual Abuse Survivor Movement in Chicago,"This dissertation is a history of the lay Catholic clergy sexual abuse survivor movement, analyzed through the lens of three survivor advocacy groups: Victims of Clergy Abuse Linkup (LINKUP), the Survivorâ€™s Network of those Abused by Priests (SNAP), and",1720843581,,Dissertations & Theses," Clites, Brian J.
Clites
J.
Brian
Clites, Brian J.", Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.," 3831674521 , 99498432 , 66569 , 9781339076515 , 3724212 , 3724212", Dissertation/Thesis,2015,9.78E+12, English, English,,2015,ProQuest Dissertations and Theses,2015,https://search.proquest.com/docview/1720843581?accountid=14496," 0318 Religion , 0337 American history"," 0318 Religion , 0337 American history"," 0318 Religion , 0337 American history",," 0318 Religion , 0337 American history"," Religion , American history"," Philosophy, religion and theology , Social sciences , American history , Catholic , Laity , Roman catholicism , Sexual abuse , Vatican ii",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&amp;genre=dissertations+%26+theses&amp;sid=ProQ:ProQuest+Dissertations+%26+Theses+Global&amp;atitle=&amp;title=Breaking+the+Silence%3A+The+Catho,"ProQuest Dissertations & Theses A&I,ProQuest Dissertations & Theses Global"
0.253141786,0.999043069,3569,Left,indigeneous ,Great Plains indigeneous populations,"Undermining landscape, gender and indigenous peoples in contemporary North American Great Plains literature",My interdisciplinary study focuses on the imaginative construction of the Great Plains in the region's contemporary literature. The term colonial imagination first arrived on the Great Plains without an adequate paradigm to describe the region or the expe,304436815,,Dissertations & Theses," Spaulding, Lisa Marie
Spaulding
Marie
Lisa
Spaulding, Lisa Marie", Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.," 732816281 , 28584411 , 66569 , 9780599001442 , 0599001445 , 9902976 , 9902976", Dissertation/Thesis,1998," 9780599001442 , 0599001445", English, English,,1998,ProQuest Dissertations and Theses,1998,https://search.proquest.com/docview/304436815?accountid=14496," 0298 Literature , 0352 Canadian literature , 0591 American literature"," 0298 Literature , 0352 Canadian literature , 0591 American literature"," 0298 Literature , 0352 Canadian literature , 0591 American literature",," 0298 Literature , 0352 Canadian literature , 0591 American literature"," Literature , Canadian literature , American literature"," Language, literature and linguistics , Gender , Great Plains , Henry Kreisel , Indigenous , Kreisel, Henry , Landscape , Larry McMurtry , Martin Ritt , McMurtry, Larry , North American , Ritt, Martin",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&amp;genre=dissertations+%26+theses&amp;sid=ProQ:ProQuest+Dissertations+%26+Theses+Global&amp;atitle=&amp;title=Undermining+landscape%2C+gender+a,"ProQuest Dissertations & Theses A&I,ProQuest Dissertations & Theses Global"
0.264461388,0.993883562,754,Left,indigeneous ,indigenous populations in Philippines,The organization of indigenous resistance to neoliberal extractive industry development in the Cordillera of the northern Philippines,"Over the past half-century, the Philippines has experienced great social changes as social movements have arisen in response to the national government's aggressive implementation of neoliberal development policies. The recent history of the Philippines f",1696781854,,Dissertations & Theses," Bulanda, Robert
Bulanda
Robert
Bulanda, Robert", Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.," 3745052751 , 97575522 , 66569 , 9781321813968 , 1590997 , 1590997", Dissertation/Thesis,2015,9.78E+12, English, English,,2015,ProQuest Dissertations and Theses,2015,https://search.proquest.com/docview/1696781854?accountid=14496," 0326 Cultural anthropology , 0342 Asian Studies"," 0326 Cultural anthropology , 0342 Asian Studies"," 0326 Cultural anthropology , 0342 Asian Studies",," 0326 Cultural anthropology , 0342 Asian Studies"," Cultural anthropology , Asian Studies", Social sciences,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&amp;genre=dissertations+%26+theses&amp;sid=ProQ:ProQuest+Dissertations+%26+Theses+Global&amp;atitle=&amp;title=The+organization+of+indigenous+re,"ProQuest Dissertations & Theses A&I,ProQuest Dissertations & Theses Global"
0.868045858,0.986277756,1073,Left,indigeneous ,indigenous communities in Peru,"â€œLooking to the governmentâ€ù: Community, politics and the production of memory and silences in twentieth-century Peru, Ayacucho","This dissertation explores from a cultural and linguistic standpoint the political process in the relationship between the state and indigenous communities of Ayacucho, Peru, throughout the twentieth-century. I explore the vast world of sensibilities and ",304449915,,Dissertations & Theses," Del Pino Huaman, Ponciano
Del Pino Huaman
Ponciano
Del Pino Huaman, Ponciano", Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.," 1545022901 , 40200391 , 66569 , 9780549635352 , 3314349 , 3314349", Dissertation/Thesis,2008,9.78E+12, English, English,,2008,ProQuest Dissertations and Theses,2008,https://search.proquest.com/docview/304449915?accountid=14496, 0336 Latin American history, 0336 Latin American history, 0336 Latin American history,, 0336 Latin American history, Latin American history," Social sciences , Ayacucho , Community , History , Memory , Peru , Politics , Secrets , Silences , Twentieth century",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&amp;genre=dissertations+%26+theses&amp;sid=ProQ:ProQuest+Dissertations+%26+Theses+Global&amp;atitle=&amp;title=%E2%80%9CLooking+to+the+governmen,"ProQuest Dissertations & Theses A&I,ProQuest Dissertations & Theses Global"
0.823034057,0.978855937,917,Left,indigeneous ,indigenous peoples in Japan,KantÅç resident Ainu and the urban Indigenous experience,"Today, a large proportion if not majority of the world's Indigenous peoples lives in cities or urbanized areas. Despite awareness of this fact from within the international Indigenous movement, city life is still represented as being peripheral to the aut",304956990,,Dissertations & Theses," Watson, Mark Kenneth
Watson
Kenneth
Mark
Watson, Mark Kenneth", Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.," 1150817531 , 33585981 , 66569 , 9780494140574 , NR14057 , NR14057", Dissertation/Thesis,2006,9.78E+12, English, English,,2006,ProQuest Dissertations and Theses,2006,https://search.proquest.com/docview/304956990?accountid=14496, 0326 Cultural anthropology, 0326 Cultural anthropology, 0326 Cultural anthropology,, 0326 Cultural anthropology, Cultural anthropology," Social sciences , Ainu , Indigenous , Japan , Kanto , Urban culture",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&amp;genre=dissertations+%26+theses&amp;sid=ProQ:ProQuest+Dissertations+%26+Theses+Global&amp;atitle=&amp;title=Kant%C5%8D+resident+Ainu+and+the+,"ProQuest Dissertations & Theses A&I,ProQuest Dissertations & Theses Global"
0.007585069,0.960836517,3535,Left,indigeneous ,indigenous communities in Dominica (Caribe),Carib to creole: contact and culture exchange in dominica,"This is an ethnohistorical study of the Carib people who inhabit the Carib Territory (officially called the Carib Reserve), on the northeastern coast of Dominica which is one of the islands of the Lesser Antilles in the eastern Caribbean. It analyses the ",301491240,,Dissertations & Theses," Honychurch, Lennox
Honychurch
Lennox
Honychurch, Lennox", Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.," 1757610061 , 44651381 , 101309 , U097414 , U097414", Dissertation/Thesis,1997,, English, English,,1997,PQDT - UK & Ireland,1997,https://search.proquest.com/docview/301491240?accountid=14496, 0326 Cultural anthropology, 0326 Cultural anthropology, 0326 Cultural anthropology, Bibliographic information obtained from the British Library., 0326 Cultural anthropology, Cultural anthropology," (UMI)AAIU097414 , Social sciences",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&amp;genre=dissertations+%26+theses&amp;sid=ProQ:ProQuest+Dissertations+%26+Theses+Global&amp;atitle=&amp;title=Carib+to+creole%3A+contact+and+cu,"ProQuest Dissertations & Theses: UK & Ireland,ProQuest Dissertations & Theses A&I,ProQuest Dissertations & Theses Global"
0.902720779,0.924834641,3023,Left,indigeneous ,indigenous communities in Mexico,Narratives of location: Televisual media and the production of indigenous identities in Mexico,This dissertation examines how indigenous identities are being produced in Mexico by both the state and indigenous activists through the use of televisual technologies at the height of official pluralism in the 1990s. I discuss practices of self-represent,251125455,,Dissertations & Theses," Wortham, Erica Cusi
Wortham
Cusi
Erica
Wortham, Erica Cusi", Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.," 764787881 , 28387531 , 66569 , 9780493809748 , 0493809740 , 3062854 , 3062854", Dissertation/Thesis,2002," 9780493809748 , 0493809740", English, English,,2002,ProQuest Dissertations and Theses,2002,https://search.proquest.com/docview/251125455?accountid=14496," 0326 Cultural anthropology , 0708 Mass media"," 0326 Cultural anthropology , 0708 Mass media"," 0326 Cultural anthropology , 0708 Mass media",," 0326 Cultural anthropology , 0708 Mass media"," Cultural anthropology , Mass media"," Communication and the arts , Social sciences , Indigenous identities , Mexico , Televisual media",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&amp;genre=dissertations+%26+theses&amp;sid=ProQ:ProQuest+Dissertations+%26+Theses+Global&amp;atitle=&amp;title=Narratives+of+location%3A++Televi,"ProQuest Dissertations & Theses A&I,ProQuest Dissertations & Theses Global"
0.04756055,0.913251278,3707,Left,indigeneous , indigenous federations in Amazonian Ecuador,"Indigenous federations, NGOs, and the state: *Development and the politics of culture in Ecuador's Amazon","This dissertation studies indigenous federations in Amazonian Ecuador, and the historically changing relationships between them and the Ecuadorian state, national and international non-governmental development organizations (NGOs), and multinational oil c",305492721,,Dissertations & Theses," Wilson, Patrick Charles
Wilson
Charles
Patrick
Wilson, Patrick Charles", Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.," 726485751 , 28632021 , 66569 , 9780493696829 , 0493696822 , 3054356 , 3054356", Dissertation/Thesis,2002," 9780493696829 , 0493696822", English, English,,2002,ProQuest Dissertations and Theses,2002,https://search.proquest.com/docview/305492721?accountid=14496," 0326 Cultural anthropology , 0615 Political science , 0501 Economics , 0700 Social structure"," 0326 Cultural anthropology , 0615 Political science , 0501 Economics , 0700 Social structure"," 0326 Cultural anthropology , 0615 Political science , 0501 Economics , 0700 Social structure",," 0326 Cultural anthropology , 0615 Political science , 0501 Economics , 0700 Social structure"," Cultural anthropology , Political science , Economics , Social structure , Native peoples , Nongovernmental organizations--NGOs , Studies , Politics"," Social sciences , Amazon , Culture , Development , Ecuador , Indigenous federations , Nongovernmental organizations , Politics",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&amp;genre=dissertations+%26+theses&amp;sid=ProQ:ProQuest+Dissertations+%26+Theses+Global&amp;atitle=&amp;title=Indigenous+federations%2C+NGOs%2C,"ProQuest Dissertations & Theses A&I,ProQuest Dissertations & Theses Global"
0.369306149,0.902491527,250,Left,indigeneous ,indigenous social movements,"Ethnodevelopment in Latin America: Political competition and the making of ethnically-targeted participatory policy in Ecuador, Peru and Guatemala, 1985â€“2005","An empirical puzzle presented by the surprising appearance and variation of a new type of participatory ethnically-targeted policy paradigm in Latin America motivates this dissertation. In the 1980s, Latin American countries such as Ecuador and Peru began",220001086,,Dissertations & Theses," Chartock, Sarah
Chartock
Sarah
Chartock, Sarah", Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.," 1642934581 , 41871131 , 66569 , 9780549932598 , 3338673 , 3338673", Dissertation/Thesis,2009,9.78E+12, English, English,,2009,ProQuest Dissertations and Theses,2009,https://search.proquest.com/docview/220001086?accountid=14496," 0615 Political science , 0631 Ethnic studies"," 0615 Political science , 0631 Ethnic studies"," 0615 Political science , 0631 Ethnic studies",," 0615 Political science , 0631 Ethnic studies"," Political science , Ethnic studies , Competition , Minority & ethnic groups , Latin America , Ecuador , Peru , Guatemala"," Social sciences , Development with identity , Ecuador , Ethnodevelopment , Guatemala , Indigenous , Indigenous peoples , Latin American politics , Participatory policy , Peru , Political competition , Social movements",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&amp;genre=dissertations+%26+theses&amp;sid=ProQ:ProQuest+Dissertations+%26+Theses+Global&amp;atitle=&amp;title=Ethnodevelopment+in+Latin+America,"ProQuest Dissertations & Theses A&I,ProQuest Dissertations & Theses Global"
