ID,Title,Abstract,StoreId,AlternateTitle,ArticleType,Authors,copyright,digitalObjectIdentifier,documentType,entryDate,isbn,language,languageOfSummary,originalTitle,pubdate,pubtitle,year,DocumentURL,classification,classificationCodes,majorClassificationCodes,notes,subjectClassifications,subjectTerms,subjects,FindACopy,Database
3685,"The geographies of global humanitarianism: the anti-slavery society and aborigines protection society, 1884-1933","This thesis considers the cultural and political geographies of British humanitarianism during the fifty years following the Berlin Conference of 1884-5, focussing on two societies which merged in 1909: the Anti-Slavery Society and the Aborigines Protection Society. This period in the history of the Societies has received relatively little scholarly attention. On the one hand, historians of anti-slavery have focussed overwhelmingly on the late eighteenth and early nineteenth centuries. On the other, scholars of modern human rights have concentrated their attention on the period following the Universal Declaration of Human Rights in 1948. This thesis aims not only to bridge this gap, but to bring thesis literatures — on anti-slavery and human rights — into productive dialogue. The thesis has three major themes. Firstly, it situates the two Societies within a wider 'humanitarian complex' that includes pan-Africanists, missionaries, feminists, social reformers and others, exploring the connections and the tensions between these groups. Secondly, it considers the imaginative geography of British humanitarian concern during the period under study, which involves both a global mapping of the humanitarian gaze and the discussion of the politics of representation. Thirdly, it examines the repertoire of practices which humanitarians developed in their campaigns to bring slavery and other humanitarian abuses to the attention of various different publics. The thesis is organised into seven chapters. Chapter 1 establishes the theoretical framework for the study, drawing especially on the work of Catherine Hall. Chapter 2 provides an historical context for British humanitarianism between 1884 and 1933. Chapter 3 considers the humanitarian complex. Chapter 4 examines the role of the journals published by the two Societies in bringing humanitarian issues to the fore. Chapter 5 investigates the models of empire imagined by British humanitarians. Chapter 6 provides an account of the celebrations organised by the humanitarian movement in 1933 to mark the centenary of the abolition of slavery in the British colonies. The thesis concludes by exploring the relationship between British humanitarianism in this period and its modern equivalent.",1797883691,,Dissertations & Theses," Mitcham, Roderick Ellis
Mitcham
Ellis
Roderick
Mitcham, Roderick Ellis", Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.," 4094253131 , 102902202 , 101309 , U171657 , U171657", Dissertation/Thesis, 2002,, English, English,,2002,PQDT - UK & Ireland,2002,https://search.proquest.com/docview/1797883691?accountid=14496, 0366 Geography, 0366 Geography, 0366 Geography, Bibliographic information obtained from the British Library., 0366 Geography, Geography," DXN069287 , Social sciences",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&amp;genre=dissertations+%26+theses&amp;sid=ProQ:ProQuest+Dissertations+%26+Theses+Global&amp;atitle=&amp;title=The+geographies+of+global+humanitarianism%3A+the+anti-slavery+society+and+aborigines+protection+society%2C+1884-1933&amp;issn=&amp;date=2002-01-01&amp;volume=&amp;issue=&amp;spage=&amp;au=Mitcham%2C+Roderick+Ellis&amp;isbn=&amp;jtitle=&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,"ProQuest Dissertations & Theses: UK & Ireland,ProQuest Dissertations & Theses A&I,ProQuest Dissertations & Theses Global"
3686,Norberto Bobbio's politics of culture: A formula for liberalism and an antidote to fascism,"Bobbie's prose emphasizes the polemical duality of the palazzo and the piazza - the uneasy relationship between those who govern and those who are governed, and their perennial yet necessary rivalry in a mature democracy. Although no overreaching moral theory can resolve all of the ethical tensions that exist today, Bobbio chooses to prioritize the prevention of the abuse of power at the individual and group level in developing his own form of democratic liberalism. Bobbio's message is that Fascism and anti-Fascism must not merely pass into history. In this thesis, I set out to prove the validity of Bobbio's tenet that political and social democracy cannot be satisfied through the exclusive pursuit of economic democracy. Democracy, he claims, can only be realized through the implementation of democratic institutions that guarantee international participation. I aim to define the politics of culture that Bobbio prescribes to preserve the role of culture, and to show that anti-Fascism is necessary to liberalism. Anti-Fascism permits individuals to articulate their needs and ideals in society, unlike Fascism which stifles these through its monoculture. I also explain the applicability of anti-Fascism as a contemporary political method, and I reinforce the idea that democratic values are strengthened through the addition of an anti-Fascist component. I illustrate how the history of anti-Fascism and the intellectuals who are committed to preserving its memory and political utility need no longer form part of a side-lined ""grey zone"". On the contrary, they indicate a path to contemporary democratic theory. I argue that the ideals of the Partito d'Azione, although formulated in the late 1930s and early 1940s, have significant relevance to the questions of the current epoch. The Partito d'Azione gave rise to a popular vocation for liberty that has today become the target of the neo-liberal Right. The political programme of that Right is based on the dismantling of the anti-Fascist corpus of ideas - including the validity of debate and of non-conformist views - as developed by the members of the anti- Fascist intellectual community of Turin. The neo-liberal Right seeks to transform Italy into a market with US-style flexibility and to discredit the entire baggage of Italy's post-war Left. With Communism out of the picture in terms of political relevance, all that remains of the Left in Italy is Bobbio's social liberalism. Bobbio's political agenda was never limited to the prerogatives of labour but sprang to the defence of the under-dog, that is, those whose citizenship puts them at risk, or whose basic rights at the international level are threatened. My thesis provides a historical context through which Bobbio's work can be approached, through an examination of his role as a protagonist of the anti- Fascist movement. (Abstract shortened by ProQuest.)",1814377847,,Dissertations & Theses," Hardy, Carolyn
Hardy
Carolyn
Hardy, Carolyn", Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.," 4161533691 , 107398312 , 189128 , 9781369034035 , 10148216 , 10148216", Dissertation/Thesis, 2002, 9781369034035, English, English,,2002,PQDT - Global,2002,https://search.proquest.com/docview/1814377847?accountid=14496, 0313 Romance literature, 0313 Romance literature, 0313 Romance literature,, 0313 Romance literature, Romance literature," (UMI)AAI10148216 , Language, literature and linguistics , Bobbio, Norberto , Italian literature",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&amp;genre=dissertations+%26+theses&amp;sid=ProQ:ProQuest+Dissertations+%26+Theses+Global&amp;atitle=&amp;title=Norberto+Bobbio%27s+politics+of+culture%3A+A+formula+for+liberalism+and+an+antidote+to+fascism&amp;issn=&amp;date=2002-01-01&amp;volume=&amp;issue=&amp;spage=&amp;au=Hardy%2C+Carolyn&amp;isbn=9781369034035&amp;jtitle=&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,"ProQuest Dissertations & Theses A&I,ProQuest Dissertations & Theses Global"
3687,Pastoralism in sardinia: ethnoarchaeological research into the material and spatial features of pastoralism in a regional context,"Pastoralism as a type of subsistence and/or market-oriented rural economy has received little attention in archaeology until the present-day. General opinion among archaeologists has been that pastoral material culture is of an expedient and ephemeral nature and hence difficult to detect archaeologically. This thesis, however, argues that the neglect of ancient pastoralism in archaeology is partially the result of a deficient understanding of this way of life in material and social terms. This thesis is an ethnoarchaeological study of pastoral material culture in mountain and lowland regions on the island of Sardinia (Italy), which were related by transhumant patterns of movement of shepherds with their flocks of sheep. The archaeological material presented dates from the nineteenth and twentieth century, and is analysed according to a landscape approach. Continuity and change in patterns of pastoral practices in the countryside are determined by a combination of ecological and historical factors. The analysis focuses on the mutual interaction of socio-economic and political developments at local, national and international levels to account for the transformations visible in the rural landscapes studied. The ways in which historical, ethnographic and archaeological data inform each other are discussed. It is argued that a combination of an approach predicated upon the Marxist concept of multiple modes of production and the notion of peasantries offers the best theoretical framework to create an understanding of the material characteristics of the rural landscapes studied. Central themes are the interplay of markets for pastoral products, and government policies towards different systems of access to and property of land.",1817351962,,Dissertations & Theses," Mientjes, Antoon Cornelis
Mientjes
Cornelis
Antoon
Mientjes, Antoon Cornelis", Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.," 4172784971 , 107616172 , 101309 , U152699 , U152699", Dissertation/Thesis, 2002,, English, English,,2002,PQDT - UK & Ireland,2002,https://search.proquest.com/docview/1817351962?accountid=14496, 0324 Archaeology, 0324 Archaeology, 0324 Archaeology, Bibliographic information obtained from the British Library., 0324 Archaeology, Archaeology," (UMI)AAIU152699 , Social sciences",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&amp;genre=dissertations+%26+theses&amp;sid=ProQ:ProQuest+Dissertations+%26+Theses+Global&amp;atitle=&amp;title=Pastoralism+in+sardinia%3A+ethnoarchaeological+research+into+the+material+and+spatial+features+of+pastoralism+in+a+regional+context&amp;issn=&amp;date=2002-01-01&amp;volume=&amp;issue=&amp;spage=&amp;au=Mientjes%2C+Antoon+Cornelis&amp;isbn=&amp;jtitle=&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,"ProQuest Dissertations & Theses: UK & Ireland,ProQuest Dissertations & Theses A&I,ProQuest Dissertations & Theses Global"
3688,"Profeminist men in the American Progressive era in the autobiographies of Margaret Sanger, Jane Addams, and Edith Wharton","Historically, the collective participation of men in the American women's movement has been met with criticism, if not condemnation, from the feminist majority. Despite feminist opposition, profeminist men, a contingent of the patriarchy, have worked individually to support women's causes. During the American Progressive era, the autobiographies of birth control advocate Margaret Sanger, social reformer Jane Addams, and novelist Edith Wharton reveal that the early influence of profeminist patriarchs in the private sphere prefigured their collaboration with profeminist mentors in the public sphere. These men contributed to the success of Sanger, Addams, and Wharton by providing intellectual and literary mentorship, organizational and financial resources, and domestic and emotional support. The autobiographies of these Progressive feminist writers illuminate a more global and striking reality: that profeminist men play a significant supporting role alongside the matriarchy and the sisterhood in collaborating with feminist women to construct a more egalitarian culture.",230758831,,Dissertations & Theses," Lednicky, Julia Nelson
Lednicky
Nelson
Julia
Lednicky, Julia Nelson", Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.," 727232671 , 28625851 , 66569 , 9780493640822 , 0493640827 , 1409092 , 1409092", Dissertation/Thesis, 2002," 9780493640822 , 0493640827", English, English,,2002,ProQuest Dissertations and Theses,2002,https://search.proquest.com/docview/230758831?accountid=14496, 0591 American literature, 0591 American literature, 0591 American literature,, 0591 American literature, American literature," Language, literature and linguistics",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&amp;genre=dissertations+%26+theses&amp;sid=ProQ:ProQuest+Dissertations+%26+Theses+Global&amp;atitle=&amp;title=Profeminist+men+in+the+American+Progressive+era+in+the+autobiographies+of+Margaret+Sanger%2C+Jane+Addams%2C+and+Edith+Wharton&amp;issn=&amp;date=2002-01-01&amp;volume=&amp;issue=&amp;spage=&amp;au=Lednicky%2C+Julia+Nelson&amp;isbn=9780493640822&amp;jtitle=&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,"ProQuest Dissertations & Theses A&I,ProQuest Dissertations & Theses Global"
3689,Pre-occupied spaces: Re-configuring the Italian nation through its migrations,"Centered on the culture produced by 20 th -century Italian migrations, my dissertation is a comparative analysis of several works created in various parts of the world in equally numerous languages and techniques. In particular, it calls for a reading of Italian outbound and inbound flows of migration as foundational phenomena in the understanding of Italy's complex formation as a nation. This project focuses on the cultural production of/on migrants that articulate forms and ideas of space as derived from the migration experience. In fact, the novelty of this dissertation rests not only on its bridging operation of emigration and immigration cultures, but also on its interpretative method based on theories of space. Private as well as public sites in the texts are seen as concrete and metaphorical loci in which groups and individuals always enter historically pre-occupied spaces thus producing and being affected by forms of social preoccupation. As such, the spaces under consideration host politics of resistance from specific ethnic and gender positions. Interdisciplinary in nature, the work embraces fiction (Melliti's and Di Donato's novels), short prose (stories by Calvino, Sciascia, Maraini, Camilleri), non-fiction (memoirs by Albuquerque and Stephenson), architecture (environmental art sites in Southern California and Sicily), film (Amelio's Lamerica ), philosophy (de Certeau), sociology (Dal Lago), and urban geography (Soja, Hayden, Harvey), precisely in the attempt to propose a new pluri-vocal approach to migration issues. This revaluation of the relevance of the humanities in the field of Migration Studies invests both the “canon” and the “margin” in order to complicate this binarism and create a dialogue among migrant and non-migrant authors in the US as well as in Italy. Starting from the premise that nations can only be comprehended as part of global networks of relations and movements, the project proposes a recuperation of past histories of migration to produce a cultural and civic awareness considering migrants as resources rather than unwanted presences in the formation of societies characterized by old and new forms of diversity. The dissertation, aimed at offering tools, ideas, and sources in the pedagogical and political arenas at once, falls under many rubrics, ranging from Comparative Literature to Ethnic and Italian Cultural Studies.",275656940,,Dissertations & Theses," Fiore, Teresa
Fiore
Teresa
Fiore, Teresa", Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.," 764852401 , 29208391 , 66569 , 9780493832739 , 0493832734 , 3064464 , 3064464", Dissertation/Thesis, 2002," 9780493832739 , 0493832734", English, English,,2002,ProQuest Dissertations and Theses,2002,https://search.proquest.com/docview/275656940?accountid=14496," 0295 Comparative literature , 0313 Romance literature , 0591 American literature , 0326 Cultural anthropology , 0900 Motion Pictures , 0377 Art History"," 0295 Comparative literature , 0313 Romance literature , 0591 American literature , 0326 Cultural anthropology , 0900 Motion Pictures , 0377 Art History"," 0295 Comparative literature , 0313 Romance literature , 0591 American literature , 0326 Cultural anthropology , 0900 Motion Pictures , 0377 Art History",," 0295 Comparative literature , 0313 Romance literature , 0591 American literature , 0326 Cultural anthropology , 0900 Motion Pictures , 0377 Art History"," Comparative literature , Romance literature , American literature , Cultural anthropology , Motion Pictures , Art History"," Communication and the arts , Social sciences , Language, literature and linguistics , Diaspora , Italian , Migrations , Nation",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&amp;genre=dissertations+%26+theses&amp;sid=ProQ:ProQuest+Dissertations+%26+Theses+Global&amp;atitle=&amp;title=Pre-occupied+spaces%3A++Re-configuring+the+Italian+nation+through+its+migrations&amp;issn=&amp;date=2002-01-01&amp;volume=&amp;issue=&amp;spage=&amp;au=Fiore%2C+Teresa&amp;isbn=9780493832739&amp;jtitle=&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,"Dissertations & Theses @ University of California,ProQuest Dissertations & Theses A&I,ProQuest Dissertations & Theses Global"
3690,"National identity, religion and democracy in Poland since 1989","The objective of this study is to analyze the reshaping of national identity in post communist Poland and the contribution of both religious and non-religious sectors of opinion in this context. Religious nationalism, as a political movement acted to unify the resistance against foreign oppression during the communist period. Now that individual interests can be expressed through alternative institutions and religious nationalism is no longer directed against the state, the Church is pressured to take a more peripheral role in politics. Nevertheless, religion remains a salient feature of national identity and continues to mobilize debate in the political arena. The main question to be addressed is how crucial opinion leaders reconfigure Polish national identity and nationalism as a form of political mobilization to fit the new domestic and global environment in the post communist period. One hundred and thirty face-to-face interviews were conducted with intellectuals, parish priests and political leaders. A typology of elite strategies is presented. The typology along with the responses of these opinion leaders add clarity to our understanding of attitudes toward democracy and political diversity in a religious nation as well as give an appreciation for how elites meet the challenge of establishing national identity in a period of rapid social, political and economic change.",275819361,,Dissertations & Theses," Kaftan, Joanna Urszula
Kaftan
Urszula
Joanna
Kaftan, Joanna Urszula", Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.," 726363201 , 28379201 , 66569 , 9780493537955 , 0493537953 , 3040578 , 3040578", Dissertation/Thesis, 2002," 9780493537955 , 0493537953", English, English,,2002,ProQuest Dissertations and Theses,2002,https://search.proquest.com/docview/275819361?accountid=14496," 0626 Sociology , 0615 Political science , 0335 European history"," 0626 Sociology , 0615 Political science , 0335 European history"," 0626 Sociology , 0615 Political science , 0335 European history",," 0626 Sociology , 0615 Political science , 0335 European history"," Sociology , Political science , European history"," Social sciences , Democracy , National identity , Poland , Religion",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&amp;genre=dissertations+%26+theses&amp;sid=ProQ:ProQuest+Dissertations+%26+Theses+Global&amp;atitle=&amp;title=National+identity%2C+religion+and+democracy+in+Poland+since+1989&amp;issn=&amp;date=2002-01-01&amp;volume=&amp;issue=&amp;spage=&amp;au=Kaftan%2C+Joanna+Urszula&amp;isbn=9780493537955&amp;jtitle=&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,"ProQuest Dissertations & Theses A&I,ProQuest Dissertations & Theses Global"
3691,"Federal child labor policies in America, 1912 to 2002: A historical materialist view","This study examined the relationship between the development of federal child labor policy and the developments within the U.S. economy from 1912 to 2012 from an historical materialist perspective. This was an exploratory, descriptive, historical, policy analysis that employed the theoretical framework of historical materialism to provide insights into the ways that economic forces impact on the development of child labor policy. The texts for analysis included books, articles and congressional records on the nature, subject and development of child labor law. This study sought to answer the following two research questions: (1) What are the federal child labor policies enacted during the industrial age (1912–1952), the expansion of the service sector (1952–1972) and the globalization in the electronic age (1972–2002)? (2) What is the relationship between the changes in the economy (i.e., technology, changing productive forces and capital's need for various kinds of labor) and enactment of federal policies that affect the conditions of child labor in the manufacturing, service and agricultural industries (where applicable) during the industrial age, the expansion of the service sector and globalization in the electronic age? The findings suggested that over the period of 1912 to 2002, a total of sixteen laws, with child labor provisions, were introduced into the Congress. Of the sixteen laws, one was never passed and two were repealed. The analysis indicates that legislation designed to protect children were actual provisions in laws designed to address a labor force in crisis. The child labor provisions that were enacted throughout the twentieth century resulted from the larger struggle between labor and capital. At points of intense pressure, capitalists were forced to concede to a labor force which was demanding work, standard working conditions and basic minimum wages. Despite this pressure, there is no comprehensive child labor law banning the use of children sixteen and below in the work force. The moral appeal from the social reform movements against child labor had less impact on the establishment of child labor laws in comparison to the increasing conflict between labor and capital. Legal restrictions against child labor were primarily applied to the manufacturing and service industries in an effort to bring adults back into the workforce. Yet, the absence of stronger provisions in the agricultural sector for children from general labor policy indicated the contradiction of efforts by the Congress to protect its children in a sector where lower skilled level was readily used. The significance of these findings lies in the contradictions of American values towards the well being of its most vulnerable population. Recommendations for future research include further research on policy and the analysis of the very root causes of child labor that stem from the economic system of global capitalism.",276312027,,Dissertations & Theses," Rodriguez, Anthonette Andrea
Rodriguez
Andrea
Anthonette
Rodriguez, Anthonette Andrea", Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.," 764935591 , 29201561 , 66569 , 9780493858142 , 0493858148 , 3066527 , 3066527", Dissertation/Thesis, 2002," 9780493858142 , 0493858148", English, English,,2002,ProQuest Dissertations and Theses,2002,https://search.proquest.com/docview/276312027?accountid=14496," 0629 Labor relations , 0337 American history"," 0629 Labor relations , 0337 American history"," 0629 Labor relations , 0337 American history",," 0629 Labor relations , 0337 American history"," Labor relations , American history"," Social sciences , Child labor , Federal policies , Historical materialist",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&amp;genre=dissertations+%26+theses&amp;sid=ProQ:ProQuest+Dissertations+%26+Theses+Global&amp;atitle=&amp;title=Federal+child+labor+policies+in+America%2C+1912+to+2002%3A++A+historical+materialist+view&amp;issn=&amp;date=2002-01-01&amp;volume=&amp;issue=&amp;spage=&amp;au=Rodriguez%2C+Anthonette+Andrea&amp;isbn=9780493858142&amp;jtitle=&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,"ProQuest Dissertations & Theses A&I,ProQuest Dissertations & Theses Global"
3692,To build up a pure land in the world: a study of the formation of the tz'u chi buddhist group in taiwan,"This study is a case study of Tz'u Chi, a Buddhist group which has been expanding rapidly in recent years.  Although chanting sutras and the Buddha's name are the main practices in the Buddhist tradition in Taiwan, the founder, Master Cheng Yen starts her mission by asking her followers to perform charity work.  Its stated objectives are:  charity, medical provision, education, culture, bone-marrow donation, and international relief.  Its way of practice seems to be meeting the religious needs of a large proportion of the people of Taiwan.  I argue that the formation of Tz'u Chi is a symbolic process of construction that entails a dynamic interaction between members and the religious group in which both individual and group identity are produced and reproduced.  I also argue that Cheng Yen's charisma is essentially born out in different stages of Cheng Yen's life. The following themes will be examined in the study.  How did the religious tradition survive the advent of the reinterpretation of the religious doctrine?  How was Cheng Yen's charismatic recognition generated?  How was the transition from that of a poor women to an extraordinary religious leader of supernatural power effected both in terms of the emergence of a charismatic self-identity, and of its successful negotiation with others?  What was the appeal of Cheng Yen and why did her followers remain faithful to her teachings, with the result that;  in time, a new religious movement was created? This study suggests that Tz'u Chi members use their master's appeal - ""To build up the pure land in the world"" and teaching-""to be a Bodhisattva""- as symbolic ground for collective and individual identities.  These symbols are an essential property of the successful integration of lay Buddhist subjects and the Buddhist group itself.  While Tz'u Chi is a constructed Buddhist group, its formation should not be seen as an exclusively Taiwanese phenomenon, but one that is of great importance for scholars of Buddhist studies in general.  Thus I affirm that the formation of Tz'u Chi in the context of a society experiencing rapid social change is a significant event in the study of Chinese Buddhism in Taiwan.",301556075,,Dissertations & Theses," Wang, Rongzhang
Wang
Rongzhang
Wang, Rongzhang", Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.," 1760077451 , 44983861 , 101309 , U182175 , U182175", Dissertation/Thesis, 2002,, English, English,,2002,PQDT - UK & Ireland,2002,https://search.proquest.com/docview/301556075?accountid=14496, 0318 Religion, 0318 Religion, 0318 Religion, Bibliographic information obtained from the British Library., 0318 Religion, Religion," DXN075624 , Philosophy, religion and theology",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&amp;genre=dissertations+%26+theses&amp;sid=ProQ:ProQuest+Dissertations+%26+Theses+Global&amp;atitle=&amp;title=To+build+up+a+pure+land+in+the+world%3A+a+study+of+the+formation+of+the+tz%27u+chi+buddhist+group+in+taiwan&amp;issn=&amp;date=2002-01-01&amp;volume=&amp;issue=&amp;spage=&amp;au=Wang%2C+Rongzhang&amp;isbn=&amp;jtitle=&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,"ProQuest Dissertations & Theses: UK & Ireland,ProQuest Dissertations & Theses A&I,ProQuest Dissertations & Theses Global"
3693,Spaces of appearance: writings on contemporary theatre and performance,"This thesis, a collection of previously published materials, reflects a plural and evolving engagement with theatre and performance over the past fifteen years or so: as researcher, writer, editor, teacher, practitioner, spectator. These have rarely been discreet categories for me, but rather different modalities of exploration and enquiry, interrelated spaces encouraging dynamic connectivities, flows and further questions. Section 1 offers critical accounts of the practices of four contemporary theatre directors: Jerzy Grotowski, Robert Wilson, Peter Brook and Ariane Mnouchkine. Section 2 draws on elements of contemporary philosophy and critical thinking to explore the mutable parameters of performance. lt proposes performative mappings of certain unpredictable, energetic events 'in proximity of performance', to borrow Matthew Goulish's phrase: contact, fire, animals, alterity, place. Section 3 contains examples of documentation of performance practices, including a thick description of a mise en scene of a major international theatre production, reflections on process, training and dramaturgy, a performance text with a framing dramaturgical statement, and personal perspectives on particular collaborations. The external Appendix comprises a recently published collection of edited and translated materials concerning five core collaborative projects realised by Ariane Mnouchkine and the Theatre du Soleil at their base in the Cartoucherie de Vincennes, Paris. The core concerns of this thesis include attempts to think through: • the working regimes, poetics and pedagogies of certain directors, usually in collaborative devising contexts within which the creative agency of performers is privileged; • the processes and micro-politics of collaboration, devising, and dramaturgical composition; the dramaturgical implications of trainings, narrative structures, spaces, mise en scene, and of images as multi-layered, dynamic 'fields'; • the predicament and agency of spectators in diverse performance contexts, and the ways in which spectatorial roles are posited or constructed by dramaturgies; • the imbrication of embodiment, movement and perception in performance, and the plurality of modes of perception; • the critical and political functions of theatre and theatre criticism as cultural/social practice and 'art of memory' (de Certeau), of dramaturgies as critical historiographies, and of theatre cultures (and identities) as plural, dynamic, and contested; • performance as concentrated space for inter-subjectivity and the flaring into appearance of the 'face-to-face' (Levinas); the possibility of ethical, 'response-able' encounter and exchange with another; identity as relational and in-process, alterity as productive event, the inter-personal as political; • the poetics and politics of what seems an unthinkable surplus (and constitutive 'outside') to the cognitive reach of many conventional frames and maps in theatre criticism and historiography; an exploration of acts of writing as performative propositions and provocations ('critical fictions') to think the event of meanings at/of the limits of knowledge and subjectivity. This partial listing of recurrent and evolving concerns within the thesis traces a trajectory in my evolution as a writer and thinker, a gradual displacement from the relatively 'solid ground' of theatre studies and theatre history towards more fluid and tentative articulations of the shifting 'lie of the land' in contemporary performance and philosophy. This trajectory reflects a growing fascination with present process, conditions, practices, perceptions 'in the middle', and ways of writing (about) performance as interactive and ephemeral event.",301563041,,Dissertations & Theses," Williams, Antony David C.
Williams
David C.
Antony
Williams, Antony David C.", Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.," 1759166831 , 44891671 , 101309 , U148066 , U148066 , http://hdl.handle.net/10026.1/2216", Dissertation/Thesis, 2002,, English, English,,2002,PQDT - UK & Ireland,2002,https://search.proquest.com/docview/301563041?accountid=14496, 0708 Mass communications, 0708 Mass communications, 0708 Mass communications, Bibliographic information obtained from the British Library., 0708 Mass communications, Mass communications," http://hdl.handle.net/10026.1/2216 , (UMI)AAIU148066 , Communication and the arts",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&amp;genre=dissertations+%26+theses&amp;sid=ProQ:ProQuest+Dissertations+%26+Theses+Global&amp;atitle=&amp;title=Spaces+of+appearance%3A+writings+on+contemporary+theatre+and+performance&amp;issn=&amp;date=2002-01-01&amp;volume=&amp;issue=&amp;spage=&amp;au=Williams%2C+Antony+David+C.&amp;isbn=&amp;jtitle=&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,"ProQuest Dissertations & Theses: UK & Ireland,ProQuest Dissertations & Theses A&I,ProQuest Dissertations & Theses Global"
3694,International boundaries and economic integration:  freight transportation and labour disputes on the Venezuelan-Colombian border. (BL: DXN067401),"The world political map is changing as result of two processes:  first, the collapse of the Soviet Union; and second, the impacts of globalisation.  Both aspects have affected the territorial nature of the state and the functions of international boundaries.  Boundary functions are also transforming with the emergence of regional economic blocs.  The traditional role of the border is becoming more complex, although territorial differences and conflicts across state boundaries remain serious problems. The process of economic integration in the Andean Community (Venezuela, Colombia, Ecuador, Bolivia and Peru) represents an intriguing example.  Venezuela and Colombia have benefited from increasing commercial exchange.  However, problems in the provision of freight services across the border are confronting national governments and local groups with a series of political and institutional dilemmas. The aim of this study was to examine the dispute of Venezuelan truckers and business operators at the Colombian border in the light of current debates about economic globalisation. The theoretical approach of this study was based on the political economy and political geography perspectives about contemporary globalisation, its consequences and challenges.  Traditional services and practices at the border, the role of the participants in the border dispute, and the results of two major road blockages have been evaluated.  Two sets of qualitative procedures were used as methods of analysis:  newspaper records were used to investigate the dispute, and interviews were conducted with the principal actors involved. The thesis argues that the increase in international freight services across the border has raised new problems and conflicts.  Venezuelan truckers and operators have perceived themselves to the excluded.  They have demanded participation in the integration process.  Despite geographical asymmetries on either side of the border, the border region has traditionally been a place of peaceful co-existence.  However, with the increase of transboundary flows, the border region is becoming more contested, while new labour movements and social identities are emerging on either side.",301573914,,Dissertations & Theses," Gomez, R.L.
Gomez
R.L.
Gomez, R.L.", Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.," 1759999081 , 44928401 , 101309 , U172134 , U172134", Dissertation/Thesis, 2002,, English, English,,2002,PQDT - UK & Ireland,2002,https://search.proquest.com/docview/301573914?accountid=14496, 0505 Economics, 0505 Economics, 0505 Economics,, 0505 Economics, Economics," DXN067401 , Social sciences",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&amp;genre=dissertations+%26+theses&amp;sid=ProQ:ProQuest+Dissertations+%26+Theses+Global&amp;atitle=&amp;title=International+boundaries+and+economic+integration%3A%C2%A0+freight+transportation+and+labour+disputes+on+the+Venezuelan-Colombian+border.+%28BL%3A+DXN067401%29&amp;issn=&amp;date=2002-01-01&amp;volume=&amp;issue=&amp;spage=&amp;au=Gomez%2C+R.L.&amp;isbn=&amp;jtitle=&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,"ProQuest Dissertations & Theses: UK & Ireland,ProQuest Dissertations & Theses A&I,ProQuest Dissertations & Theses Global"
