ID,Title,Abstract,StoreId,AlternateTitle,ArticleType,Authors,copyright,digitalObjectIdentifier,documentType,entryDate,isbn,language,languageOfSummary,originalTitle,pubdate,pubtitle,year,DocumentURL,classification,classificationCodes,majorClassificationCodes,notes,subjectClassifications,subjectTerms,subjects,FindACopy,Database
2884,Disciplining men: Cultural studies of the men's movement,"Based on prolonged participant-observation research in men's groups in Kansas City, Missouri, and Birmingham, United Kingdom, Disciplining Men: Cultural Studies of the Men's Movement explores the workings of gendered power in advanced capitalist countries through a cultural studies analysis of the contemporary men's movement. It argues that by and large the men's movement is best understood as one of many techniques of postindustrial gender discipline by which men are rendered compliant to the requirements of global capitalism. However, its specific focus is on forms of resistance to such discipline to be found in profeminist men's groups. In this way the project seeks to contextualize the lived experience of profeminist men amid the power relations that constitute the contemporary gender order as a whole. In their personal and public lives, profeminist men attempt an explicit rejection of hegemonic masculinity, yet their example indicates that men's anti-sexist practice is fraught with contradictions and extremely difficult to sustain over time. At the heart of the dissertation is a critical exploration of whether and how men may overcome such contradictions and contribute collectively to progressive gender and social change.",304604319,,Dissertations & Theses," Morton, Joel Jay
Morton
Jay
Joel
Morton, Joel Jay", Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.," 728343471 , 31871461 , 66569 , 9780599917323 , 0599917326 , 9985127 , 9985127", Dissertation/Thesis, 2000," 9780599917323 , 0599917326", English, English,,2000,ProQuest Dissertations and Theses,2000,https://search.proquest.com/docview/304604319?accountid=14496," 0323 American studies , 0326 Cultural anthropology , 0453 Womens studies"," 0323 American studies , 0326 Cultural anthropology , 0453 Womens studies"," 0323 American studies , 0326 Cultural anthropology , 0453 Womens studies",," 0323 American studies , 0326 Cultural anthropology , 0453 Womens studies"," American studies , Cultural anthropology , Womens studies"," Social sciences , Cultural , Disciplining , Gendered power , Men's movement , Profeminism",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&amp;genre=dissertations+%26+theses&amp;sid=ProQ:ProQuest+Dissertations+%26+Theses+Global&amp;atitle=&amp;title=Disciplining+men%3A++Cultural+studies+of+the+men%27s+movement&amp;issn=&amp;date=2000-01-01&amp;volume=&amp;issue=&amp;spage=&amp;au=Morton%2C+Joel+Jay&amp;isbn=9780599917323&amp;jtitle=&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,"ProQuest Dissertations & Theses A&I,ProQuest Dissertations & Theses Global"
2885,Global energy shifts: Future possibilities in historical perspective,"This study adopts a macro-comparative, world-systems perspective in order to shed light on the dynamics that led to a global shift away from primary reliance on coal and towards over-reliance on petroleum. It is argued that the interaction of three global dynamics, those of geopolitical rivalry, commercial competition, and social unrest, undermined the nineteenth-century international coal system and paved the way for the consolidation of an international petroleum system in the twentieth century. Specifically, the historical analysis presented in this dissertation shows that: (1) intervention by state agents was absolutely crucial in the early development and later expansion of the international petroleum system; (2) private coal companies attempted to prevent the consolidation of an oil-based energy system, but these older companies were out-competed by newer, multinational petroleum corporations; and (3) waves of labor unrest in established coal industries played a key role in prompting a relatively rapid shift away from coal and towards petroleum. Indeed, a key conclusion of this study is that pressures exerted by such social movements as labor unions, nationalist movements, and environmental coalitions have played as important a role in influencing energy trajectories as the more commonly-recognized actions of governmental and corporate actors. By examining contemporary patterns of state and private investments in a cluster of new energy technologies, as well as the growing influence of environmental regulations it is argued that global dynamics are beginning to favor a shift towards new, more environmentally sustainable energy technologies. The fuel cell is highlighted as one new energy technology that is poised to enter into widespread diffusion in the coming decades, though potentials for expansions in wind, solar, small-scale hydro-electric, and modern biomass systems are also examined. Although significant hurdles must be overcome, this study concludes by suggesting reasons why a shift towards a more sustainable global energy system can be carried out in the twenty-first century.",304605088,,Dissertations & Theses," Podobnik, Bruce Michael
Podobnik
Michael
Bruce
Podobnik, Bruce Michael", Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.," 731873551 , 19229291 , 66569 , 9780599683792 , 0599683791 , 9964189 , 9964189", Dissertation/Thesis, 2000," 9780599683792 , 0599683791", English, English,,2000,ProQuest Dissertations and Theses,2000,https://search.proquest.com/docview/304605088?accountid=14496," 0626 Sociology , 0768 Environmental science , 0582 History , 0791 Energy"," 0626 Sociology , 0768 Environmental science , 0582 History , 0791 Energy"," 0626 Sociology , 0768 Environmental science , 0582 History , 0791 Energy",," 0626 Sociology , 0768 Environmental science , 0582 History , 0791 Energy"," Sociology , Environmental science , History , Energy"," Health and environmental sciences , Social sciences , Applied sciences , Coal , Energy , Petroleum , Social movements",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&amp;genre=dissertations+%26+theses&amp;sid=ProQ:ProQuest+Dissertations+%26+Theses+Global&amp;atitle=&amp;title=Global+energy+shifts%3A++Future+possibilities+in+historical+perspective&amp;issn=&amp;date=2000-01-01&amp;volume=&amp;issue=&amp;spage=&amp;au=Podobnik%2C+Bruce+Michael&amp;isbn=9780599683792&amp;jtitle=&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,"ProQuest Dissertations & Theses A&I,ProQuest Dissertations & Theses Global"
2886,"Leadership, ideology and the community living movement","This is a study of the international community living movement to enable people with disabilities to either leave custodial institutions or be supported to live improved lives in the community. It is examined from the vantage point of the closure of a local mental retardation institution in western Massachusetts. This local example was seen as being a microcosm of a larger social movement and was deeply influenced in its broad outline by the ideology of normalization (now increasingly referred to as social role valorization theory). The study examined the identity and role of fourteen local service delivery leaders who both helped propel the aims of improved community living and eventually close the institution by the early 1990's. The study revealed the important role of ideology as a mobilizer of change, the influence of other contemporary social movements in providing a broad framework for change, the commitment of governments to the expansion and adequacy of public services in the 1970's and 1980's, the shift in professional opinion towards a preference for community living, the induction into the system of dissident young people in large numbers, the family and related advocacy movements and the key role of pivotal professional leaders in service and government roles. The study revealed the fragility of being able to sustain this movement into the future notwithstanding the remarkable success in closing institutions for several decades at an increasing rate.",304606367,,Dissertations & Theses," Kendrick, Michael John
Kendrick
John
Michael
Kendrick, Michael John", Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.," 728320451 , 32069641 , 66569 , 9780599844629 , 0599844620 , 9978514 , 9978514", Dissertation/Thesis, 2000," 9780599844629 , 0599844620", English, English,,2000,ProQuest Dissertations and Theses,2000,https://search.proquest.com/docview/304606367?accountid=14496, 0630 Welfare, 0630 Welfare, 0630 Welfare,, 0630 Welfare, Welfare," Social sciences , Community living , Deinstitutionalization , Ideology , Leadership , Mental retardation",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&amp;genre=dissertations+%26+theses&amp;sid=ProQ:ProQuest+Dissertations+%26+Theses+Global&amp;atitle=&amp;title=Leadership%2C+ideology+and+the+community+living+movement&amp;issn=&amp;date=2000-01-01&amp;volume=&amp;issue=&amp;spage=&amp;au=Kendrick%2C+Michael+John&amp;isbn=9780599844629&amp;jtitle=&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,"ProQuest Dissertations & Theses A&I,ProQuest Dissertations & Theses Global"
2887,The virtual poetics of resistance in Chiapas,"This dissertation examines the development of a “virtual” space for resistance parallel to the physical space of Indigenous rebellion in Chiapas, Mexico during the period 1994–2000. I document the explosive growth of this hybrid, transnational discursive space and identify the social sectors participating in it. I analyze the principal discourses occupying it in relation to specific historical and political circumstances in Mexico as well as in relation to processes of globalization. Through a discussion of the nature of emerging links between the “Chiapas” space and other spaces containing discourses of social and political resistance worldwide, I consider the ways in which the power and significance of acts of writing and multimedia symbolic production (often via the Internet) blur the traditional distinction between writer and reader, artist and viewer, or actor and audience. My reading of multimedia texts in these new dual local/global spaces of resistance involves the navigation of contradictions manifest in the digitizing of intersecting and colliding narratives of modern and postmodern identity. The Chiapas conflict is mediated not only by the physical bodies in resistance in the Conflict Zone, but also by the body electric. I identify a unique symbiotic relationship between material acts of resistance to oppressive social structures in Chiapas and the “virtual” nature of these acts as they are represented and circulated in cyberspace. This dual material/technological phenomenon leads me to explore the “cyborg” nature of the neo-Zapatistas as data constructs and as symbolic reminders of the materiality of humanity at the turn of the millennium. While the Zapatista Cyborg traces its origins to an Indigenous autonomy movement, it also transgresses boundaries (geographic, class, ethnic, political) in order to challenge us to re-assert our common humanity and develop new models of solidarity and human rights in an age framed by “post-human” technology. The origin and circulation of this rebel cyborg icon in traditional and electronic texts provides a useful case study from which to analyze the nature of new hypertext multimedia discursive spaces and to theorize about the future possibilities of such spaces for social movements as well as for literary and interdisciplinary research.",304607124,,Dissertations & Theses," Grussing, Sarah Louise
Grussing
Louise
Sarah
Grussing, Sarah Louise", Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.," 727789641 , 19527681 , 66569 , 9780599987487 , 0599987480 , 9991413 , 9991413", Dissertation/Thesis, 2000," 9780599987487 , 0599987480", English, English,,2000,ProQuest Dissertations and Theses,2000,https://search.proquest.com/docview/304607124?accountid=14496," 0312 Latin American literature , 0336 Latin American history , 0708 Mass media"," 0312 Latin American literature , 0336 Latin American history , 0708 Mass media"," 0312 Latin American literature , 0336 Latin American history , 0708 Mass media",," 0312 Latin American literature , 0336 Latin American history , 0708 Mass media"," Latin American literature , Latin American history , Mass media"," Communication and the arts , Social sciences , Language, literature and linguistics , Chiapas , Cyborg , Internet , Mexico , Resistance , Virtual poetics",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&amp;genre=dissertations+%26+theses&amp;sid=ProQ:ProQuest+Dissertations+%26+Theses+Global&amp;atitle=&amp;title=The+virtual+poetics+of+resistance+in+Chiapas&amp;issn=&amp;date=2000-01-01&amp;volume=&amp;issue=&amp;spage=&amp;au=Grussing%2C+Sarah+Louise&amp;isbn=9780599987487&amp;jtitle=&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,"ProQuest Dissertations & Theses A&I,ProQuest Dissertations & Theses Global"
2888,"Sam Gilliam: The making of a career, 1962–1973","This dissertation explores the early work and career of Sam Gilliam (b. 1933). It begins in 1962 when Gilliam moved to Washington, D.C. to pursue a career as an exhibiting artist and teacher, and ends in 1973, by which time he had secured a reputation on the national and international art scenes and achieved a level of curatorial, critical, and marketplace success that few African American artists had attained at the time, especially those living outside New York City. The project's fundamental purpose is threefold: to situate Gilliam within the artistic and social milieus from which he emerged as an artist; to explicate his major art-historical contributions during this period; and, finally, to understand how the contexts in which he circulated impacted his early production and its reception by the art world. After establishing the context for Gilliam's arrival in Washington in 1962 and describing his subsequent development there, the dissertation compares his emergence in the capitol to that in New York City. In Washington, Gilliam's overtly nonrepresentational, non-political style was embraced by critics seeking out the best of the new in Washington Color School painting, the city's only art movement to transcend its regional confines. In New York, Gilliam's paintings were more obviously embedded in the political fray that characterized the period. There, his work suggested a liberal viewpoint characteristic of civil rights era thinking at a time when liberalism was being challenged by more radical tactics for social change, most important the Black Power Movement. Gilliam's art attracted wide-ranging interpretations and represented a crossroads of meaning, a site where art history, aesthetics, and political and social influences intersected to generate a historical significance that extended beyond the art's elemental modernist purposes. In addition to being the first major in-depth scholarly study of Gilliam, an artist who is described in the thirty-four volume art-historical encyclopedia The Dictionary of Art (1996) as “the most prominent African American abstract painter,” this dissertation provides a case-study examination of the cultural politics and issues of regionalism that shaped the U.S. art world of the 1960s and early 1970s.",304609051,,Dissertations & Theses," Binstock, Jonathan P.
Binstock
P.
Jonathan
Binstock, Jonathan P.", Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.," 727706641 , 19227691 , 66569 , 9780599831742 , 059983174X , 9977121 , 9977121", Dissertation/Thesis, 2000," 9780599831742 , 059983174X", English, English,,2000,ProQuest Dissertations and Theses,2000,https://search.proquest.com/docview/304609051?accountid=14496," 0377 Art History , 0337 American history , 0328 Black history , 0304 Biographies"," 0377 Art History , 0337 American history , 0328 Black history , 0304 Biographies"," 0377 Art History , 0337 American history , 0328 Black history , 0304 Biographies",," 0377 Art History , 0337 American history , 0328 Black history , 0304 Biographies"," Art History , American history , Black history , Biographies"," Communication and the arts , Social sciences , Language, literature and linguistics , Career , Cultural politics , Gilliam, Sam , Painting , Regionalism",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&amp;genre=dissertations+%26+theses&amp;sid=ProQ:ProQuest+Dissertations+%26+Theses+Global&amp;atitle=&amp;title=Sam+Gilliam%3A++The+making+of+a+career%2C+1962%E2%80%931973&amp;issn=&amp;date=2000-01-01&amp;volume=&amp;issue=&amp;spage=&amp;au=Binstock%2C+Jonathan+P.&amp;isbn=9780599831742&amp;jtitle=&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,"ProQuest Dissertations & Theses A&I,ProQuest Dissertations & Theses Global"
2889,"The near northwest side story: Gender, migration, and everyday life in Chicago and San Sebastián, Puerto Rico","This dissertation critically examines the role of gender in migration through a study of the multiple meanings and motivations of migration among Puerto Rican migrants in Chicago, Illinois and San Sebastián, Puerto Rico. Its aim is to understand circular/transnational migration historically and ethnographically. This anthropological study does not assume that poverty and economic uncertainty are sufficient causes for transnational migration. Instead, it explores how gender, generation, culture, and economy shape transnational practices among first and second generation migrants. Using 1946 as its point of departure, this study begins by examining the origins of Puerto Rican migration, paying particular attention to the role of local and national governments and private business in facilitating movement and settlement of Puerto Rican migrants. By the late 1940s, these institutions collaborated to recruit workers as contract laborers, guarantee low airfares from Puerto Rico to New York and Chicago, and disseminate information on the island about work opportunities on the mainland in order to promote the relocation of Puerto Rican workers abroad. Such state-sanctioned migration was key to Puerto Rico's industrialization program and was trumpeted by local and national leaders as the answer to the mainland's labor scarcity and the island's unemployment and “overpopulation problem”. This dissertation documents and analyzes how attitudes about migration and migrants shifted over time with changes in the local political economy in Chicago and Puerto Rico; the growth and consolidation of a Puerto Rican neighborhood in Chicago; the rise of return migration to towns like San Sebastián; and Puerto Ricans' transformation from a “model minority” to members of an alleged “underclass.” This ethnography also investigates how contemporary perceptions of migration, place, space and culture shape transnational practices in distinctly gendered ways. This study is based on a two-year, dual site project employing historical and ethnographic methods. Using local newspapers, government documents, in-depth interviews, and kinship and household analysis, it details the migration patterns and life histories of members of 22 households as they migrate, settle, and return in Chicago and San Sebastián; the shifting meanings and motivations of migration; and the social, economic, and cultural consequences of these movements.",304611622,,Dissertations & Theses," Perez, Gina Mae
Perez
Mae
Gina
Perez, Gina Mae", Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.," 727843341 , 19531251 , 66569 , 9780493014449 , 0493014446 , 9994723 , 9994723", Dissertation/Thesis, 2000," 9780493014449 , 0493014446", English, English,,2000,ProQuest Dissertations and Theses,2000,https://search.proquest.com/docview/304611622?accountid=14496, 0326 Cultural anthropology, 0326 Cultural anthropology, 0326 Cultural anthropology,, 0326 Cultural anthropology, Cultural anthropology," Social sciences , Chicago , Everyday life , Gender , Illinois , Migration , Puerto Rico , San Sebastian",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&amp;genre=dissertations+%26+theses&amp;sid=ProQ:ProQuest+Dissertations+%26+Theses+Global&amp;atitle=&amp;title=The+near+northwest+side+story%3A++Gender%2C+migration%2C+and+everyday+life+in+Chicago+and+San+Sebasti%C3%A1n%2C+Puerto+Rico&amp;issn=&amp;date=2000-01-01&amp;volume=&amp;issue=&amp;spage=&amp;au=Perez%2C+Gina+Mae&amp;isbn=9780493014449&amp;jtitle=&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,"ProQuest Dissertations & Theses A&I,ProQuest Dissertations & Theses Global"
2890,"Golf, Zapata, and the Tepozteco King: Cultural struggles in contemporary Mexican social movements","This study of the successful efforts of activists in Tepoztlán, Mexico to prevent the construction of a golf course in their municipality (1994–1999), demonstrates the viability of critically using theories of cultural hybridity as a tool in analyzing oppositional political movements. It also exemplifies a methodology in which the study of culture is concretely related to the experiences of everyday life, by examining the pragmatic ways in which non-elites make sense of and construct their visions of a just and sustainable society. In this case, what began as an apparently simple conflict over land use issues, turned into a larger debate about local democracy, cultural integrity, ecological sustainability and human rights. The thesis documents the events of the conflict, analyzing them as a type of theater through which townspeople confronted more powerful adversaries and (re)claimed the significance of various public spaces and symbols. I analyze the conflict in terms of local and historic developments, global influences, and the viability of such movements as agents of social change within the political realities of contemporary Mexico. I argue that activists in the conflict were successful because of their abilities to effectively move between and blend the different and sometimes contradictory cultural codes which compose their everyday public lives. On the one hand, activists built on local symbolic and organizational mechanisms to solidify internal support for the movement, framing the conflict as an attempt to preserve a distinctive, historically grounded way of life. Simultaneously, however, they used their knowledge of and contacts within the national and global arenas to garner support from sympathetic organizations involved with environmental and human rights protection. While such a strategy was at times contradictory, it nevertheless made sense to most townspeople, whose everyday lives (outside of political conflict) is marked by a constant negotiation between local, national and global influences. I conclude that people do not passively accept all cultural codes which are thrust upon them, but rather they are able to select those aspects of competing logics which suit their needs.",304612750,,Dissertations & Theses," Stolle-McAllister, John Bernard
Stolle-McAllister
Bernard
John
Stolle-McAllister, John Bernard", Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.," 732087001 , 19533061 , 66569 , 9780599821033 , 0599821035 , 9976388 , 9976388", Dissertation/Thesis, 2000," 9780599821033 , 0599821035", English, English,,2000,ProQuest Dissertations and Theses,2000,https://search.proquest.com/docview/304612750?accountid=14496," 0326 Cultural anthropology , 0312 Latin American literature , 0631 Minority & ethnic groups , 0631 Sociology"," 0326 Cultural anthropology , 0312 Latin American literature , 0631 Minority & ethnic groups , 0631 Sociology"," 0326 Cultural anthropology , 0312 Latin American literature , 0631 Minority & ethnic groups , 0631 Sociology",," 0326 Cultural anthropology , 0312 Latin American literature , 0631 Minority & ethnic groups , 0631 Sociology"," Cultural anthropology , Latin American literature , Minority & ethnic groups , Sociology"," Social sciences , Language, literature and linguistics , Golf , Mexican , Popular culture , Social movements",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&amp;genre=dissertations+%26+theses&amp;sid=ProQ:ProQuest+Dissertations+%26+Theses+Global&amp;atitle=&amp;title=Golf%2C+Zapata%2C+and+the+Tepozteco+King%3A++Cultural+struggles+in+contemporary+Mexican+social+movements&amp;issn=&amp;date=2000-01-01&amp;volume=&amp;issue=&amp;spage=&amp;au=Stolle-McAllister%2C+John+Bernard&amp;isbn=9780599821033&amp;jtitle=&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,"ProQuest Dissertations & Theses A&I,ProQuest Dissertations & Theses Global"
2891,The causes and consequences of patriotic youth mobilization in Vichy France and Indochina during and after World War II,"This dissertation explores French colonial organization of para-military and patriotic youth associations for its citizens and subjects. In an unprecedented manner, World War II prompted the French state to innovate in building youth organizations and sporting leagues so as to regenerate a defeated society and to prevent youth from joining subversive political movements challenging its rule. In addition to providing a full and systematic description of these policies and organizations, and their postwar legacies in various settings, this project uses comparative and historical methods to analyze transnational political and social changes, building on the work of scholars such as Benedict Anderson and Charles Tilly. The thesis also examines the legacies of French policies in later youth programs in various regimes in Laos, Cambodia, and Vietnam.",304615875,,Dissertations & Theses," Raffin, Anne
Raffin
Anne
Raffin, Anne", Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.," 727711181 , 31875601 , 66569 , 9780599857155 , 0599857153 , 9980019 , 9980019", Dissertation/Thesis, 2000," 9780599857155 , 0599857153", English, English,,2000,ProQuest Dissertations and Theses,2000,https://search.proquest.com/docview/304615875?accountid=14496," 0626 Sociology , 0335 European history , 0332 History"," 0626 Sociology , 0335 European history , 0332 History"," 0626 Sociology , 0335 European history , 0332 History",," 0626 Sociology , 0335 European history , 0332 History"," Sociology , European history , History"," Social sciences , France , Indochina , Patriotic , Postwar , Vichy , Vietnam , World War II , Youth mobilization",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&amp;genre=dissertations+%26+theses&amp;sid=ProQ:ProQuest+Dissertations+%26+Theses+Global&amp;atitle=&amp;title=The+causes+and+consequences+of+patriotic+youth+mobilization+in+Vichy+France+and+Indochina+during+and+after+World+War+II&amp;issn=&amp;date=2000-01-01&amp;volume=&amp;issue=&amp;spage=&amp;au=Raffin%2C+Anne&amp;isbn=9780599857155&amp;jtitle=&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,"ProQuest Dissertations & Theses A&I,ProQuest Dissertations & Theses Global"
2892,Converting to spiritual profits: CEO faith and corporate environmental performance,"Global environmental concerns have prompted attention to necessary changes in religious and corporate cultures, and raised new questions about human relationship and responsibility to the natural world. A new religious movement called “ecotheology” seeks an interdependent relationship between human beings and the earth, and a theology which will restore not only human souls but ecological balance through policy and action. This coincides with the emphasis on environmental ethics in business, some of which is tied to the faith of individual corporate leaders. In some cases, spiritual beliefs and practices are literally changing the way corporations do business. This dissertation expands the concepts of ecotheology into the narrative on corporate environmental performance. It hypothesizes that the spiritual values of leaders can strongly influence corporate cultures to focus on a sustainable environment and socially responsible business practices. It traces the re-emergence of ecological principles within Christianity, reviews the history of the corporate social responsibility movement, and defines the potential for and the extent of the relationship of these movements to leadership and to the improvement of corporate environmental performance. It then discusses interviews with corporate CEOs to explore whether and how CEOs with a strong faith influenced their organizational cultures in order to improve corporate social and environmental performance. It assesses the influence of the emerging dialogue on ecojustice and corporate social responsibility on corporate leaders, and reaches some conclusions about the cultures and conditions in which the faith of the CEO is most likely to have a positive influence on corporate environmental performance. CEOs of strong faith were found to have a strong influence on the corporation's environmental record, however, significant economic and legal barriers remain to achieving full corporate environmental responsibility. Therefore, suggestions are made for additional economic, political, and cultural incentives necessary to achieve a corporate culture that is structured to contribute to a sustainable environment. This work will be of interest to those interested in the subject of spirituality and leadership, to advocates for sustainable environmental business practices which incorporate the principles of social and economic justice, and to those working for the transformation of corporate culture.",304617017,,Dissertations & Theses," Kotchian, Sarah Bruff
Kotchian
Bruff
Sarah
Kotchian, Sarah Bruff", Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.," 732086941 , 19532991 , 66569 , 9780599820838 , 0599820837 , 9976368 , 9976368", Dissertation/Thesis, 2000," 9780599820838 , 0599820837", English, English,,2000,ProQuest Dissertations and Theses,2000,https://search.proquest.com/docview/304617017?accountid=14496," 0454 Management , 0469 Theology , 0329 Ecology"," 0454 Management , 0469 Theology , 0329 Ecology"," 0454 Management , 0469 Theology , 0329 Ecology",," 0454 Management , 0469 Theology , 0329 Ecology"," Management , Theology , Ecology , Chief executive officers , Studies"," Philosophy, religion and theology , Social sciences , Biological sciences , CEO , Chief executive officer , Corporate environmental performance , Faith , Spiritual",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&amp;genre=dissertations+%26+theses&amp;sid=ProQ:ProQuest+Dissertations+%26+Theses+Global&amp;atitle=&amp;title=Converting+to+spiritual+profits%3A++CEO+faith+and+corporate+environmental+performance&amp;issn=&amp;date=2000-01-01&amp;volume=&amp;issue=&amp;spage=&amp;au=Kotchian%2C+Sarah+Bruff&amp;isbn=9780599820838&amp;jtitle=&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,"ProQuest Dissertations & Theses A&I,ProQuest Dissertations & Theses Global"
2893,“Between the difference”: Trinidadian women's collective action,"This dissertation answers three questions. What are the ideological and institutional contexts that shape the issues and practices of women's collective action in post-colonial, multi-ethnic Trinidad? What are the relationships between the community-based, national, regional and international organizations that constitute the transnational networks of a global women's movement? And, in what ways do these transnational connections affect Trinidadian women's political ideas and action and pose a challenge to contemporary structures of power in Trinidad? Drawing on social movement theory, feminist theories on women and the nation state, and Caribbean ethnography of inter-group relations, this research is based on multi-sited fieldwork research within Trinidad, West Indies. The research method includes life histories, structured interviewing, participant observation, archival research, and network analysis. Findings show that women's collective action in Trinidad has emerged out of a broader context of gender relations, related to colonial racialized gender ideologies and their legacy institutionalized in post-colonial cultural policy, politics and ethnic identity movements. Research further traces how present day ethnic-based kinship and class differences play out in the Trinidadian women's movement in terms of who participates, how that participation is manifested, and how its issues are defined. It shows that while regulation of women's labor, women's sexuality and motherhood were means of controlling populations in the colonial period, these are the sources of Afro-Trinidadian and Indo-Trinidadian women's economic, social and ritual power in the contemporary period. Furthermore, women's collective action in Trinidad, over the last 20 years, builds on these aspects of power. Finally, the dissertation traces connections between local, national and regional levels of activism of a global social movement, demonstrating how issues, strategies and consciousness move between these three levels whereby local issues become relevant to a global movement and a global movement maintains relevance to local community-based organizing. In claiming a space “Between the Difference” of Afro-Trinidadian and Indo-Trinidadian history and practices, women in Trinidad pose a challenge to state politics divided along ethnic lines.",304617914,,Dissertations & Theses," Wells, Diana Elaine
Wells
Elaine
Diana
Wells, Diana Elaine", Database copyright ProQuest LLC; ProQuest does not claim copyright in the individual underlying works.," 728356271 , 19246771 , 66569 , 9780599917316 , 0599917318 , 9985290 , 9985290", Dissertation/Thesis, 2000," 9780599917316 , 0599917318", English, English,,2000,ProQuest Dissertations and Theses,2000,https://search.proquest.com/docview/304617914?accountid=14496," 0326 Cultural anthropology , 0453 Womens studies"," 0326 Cultural anthropology , 0453 Womens studies"," 0326 Cultural anthropology , 0453 Womens studies",," 0326 Cultural anthropology , 0453 Womens studies"," Cultural anthropology , Womens studies"," Social sciences , Collective action , Ethnicity , Social movements , Trinidad and Tobago , Women",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:dissertation&amp;genre=dissertations+%26+theses&amp;sid=ProQ:ProQuest+Dissertations+%26+Theses+Global&amp;atitle=&amp;title=%E2%80%9CBetween+the+difference%E2%80%9D%3A++Trinidadian+women%27s%0Acollective+action&amp;issn=&amp;date=2000-01-01&amp;volume=&amp;issue=&amp;spage=&amp;au=Wells%2C+Diana+Elaine&amp;isbn=9780599917316&amp;jtitle=&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,"ProQuest Dissertations & Theses A&I,ProQuest Dissertations & Theses Global"
